name,unmodified_size,modified_size,can_fly,good,danger,modified_speed,combat_value
flying knoble spider,1,1,1,1,-1,5,6.0
normal ancient faun,2,3,0,0,0,3,9.0
raging winged minotaur,4,7,1,-1,1,9,24.96
little petrified snake,1,0,-1,0,-1,0,0.0
celestial winged human,3,4,1,1,1,5,10.799999999999999
petrified friendly tiger,4,3,-1,1,-1,2,2.0
aggressive poisonous mummy,3,4,0,0,1,3,11.76
friendly enraged ogre,4,5,0,-1,1,4,11.700000000000001
raging thunderous roc,5,9,0,-1,1,9,28.080000000000002
humongous ice-covered pheonix,5,10,-1,0,1,6,17.6
ethereal large jedi,3,4,1,0,1,3,4.8999999999999995
ancient regular bird,2,3,0,0,1,4,10.5
aggressive poisonous rat,2,3,0,0,1,4,11.76
fast earth-bound zerba,4,4,-1,0,-1,7,0.0
average toy sparrow,1,-1,0,0,-1,3,0.2
radiant knoble hippogriff,3,3,0,1,0,5,8.8
kind unholy minotaur,4,3,0,-1,1,4,7.0
ice-covered invisible bass,2,3,-1,0,-1,2,6.050000000000001
little celestial fairy,1,1,1,1,-1,4,5.0
nice crazy ape,3,4,0,1,1,4,8.8
ancient fire-breathing man,3,5,0,0,1,2,15.75
average cursed condor,3,3,0,-1,0,5,8.0
quick fire-breathing mouse,1,2,0,0,-1,4,9.0
magical satanic ape,3,3,0,0,1,4,7.0
invisible weakened harpy,2,1,0,0,-1,4,4.95
nice flying ghost,2,1,1,1,-1,5,6.0
little regular pixie,1,0,0,0,-1,4,4.0
insane aggressive dragon,5,8,0,-1,1,10,21.599999999999998
normal regular cerberus,4,4,0,0,1,5,9.0
fast awful fish,2,3,0,-1,0,5,8.0
plain ghostly pegasus,3,3,1,0,0,4,5.6000000000000005
murderous raging cockatrice,2,8,0,-1,1,8,27.040000000000003
huge floating person,3,5,1,0,1,1,6.0
friendly holy wraith,3,2,0,1,1,4,6.0
regular invisible hippogriff,3,3,0,0,0,5,8.8
dead fire-breathing gorrila,4,5,-1,0,1,-2,0.045
crazy regular goblin,2,4,0,0,1,3,7.700000000000001
knoble floating dog,2,2,1,1,0,3,5.0
magical big cerberus,4,5,0,1,1,5,10.0
armored satanic condor,3,5,0,-1,1,4,11.700000000000001
normal regular horse,4,4,0,0,0,5,9.0
flying ice-covered zerba,4,5,-1,0,1,7,13.200000000000001
invisible normal fairie,1,1,0,0,-1,4,5.5
knoble unholy cat,2,2,0,0,0,4,6.0
tired thunderous elf,3,3,0,0,0,3,6.48
satanic toy pixie,1,-1,0,-1,-1,3,0.2
sick earth-bound monkey,3,2,-1,0,-1,3,0.0
normal thunderous zombie,2,3,0,0,1,2,6.0
petrified regular faun,2,2,-1,0,-1,0,0.8
shadowy toy wraith,3,1,0,-1,-1,3,0.4
toy celestial snake,1,0,1,1,-1,2,0.2
tired toy yeti,4,1,0,0,-1,2,0.27
poisonous regular werewolf,4,4,0,0,1,5,12.6
earth-bound sleeping trout,2,0,-1,0,-1,0,0.0
plain giant cat,2,5,0,0,1,4,9.0
winged invisible fairy,1,1,1,0,1,7,10.56
ghostly magical sphinx,3,3,1,1,1,2,4.0
petrified angelic gorrila,4,4,-1,1,-1,0,1.6
huge thunderous person,3,6,0,0,1,3,10.799999999999999
small raging salamander,2,4,0,-1,1,5,11.700000000000001
microscopy awful leviathan,5,3,0,-1,1,4,7.0
murderous flying ape,3,6,1,-1,1,8,18.2
levitating fire-breathing griffon,4,5,1,0,1,8,19.5
murderous ghostly griffin,5,8,1,-1,1,8,16.64
angelic demonic troll,4,5,0,-1,1,2,7.0
aquatic evil banshee,2,2,-1,-1,1,6,7.2
normal lightning mouse,1,1,0,0,-1,6,7.0
sleeping cursed priest,3,1,0,-1,-1,-1,0.0
small demonic gnat,1,1,0,-1,-1,2,3.0
murderous kind cyclops,4,6,0,-1,1,4,13.0
earth-bound weak snake,1,0,-1,0,-1,3,0.0
angelic ice-covered person,3,4,-1,1,0,1,5.5
ice-covered enraged trout,2,5,-1,-1,1,4,12.870000000000001
insane aggressive trout,2,5,0,-1,1,5,12.0
microscopy huge mermaid,2,1,0,0,-1,3,4.0
holy large gorgon,3,4,0,1,1,3,7.0
mystical little tiger,4,3,0,1,1,5,8.0
mini fast priest,3,2,0,0,0,4,6.0
floating large bug,1,2,1,0,-1,1,3.0
mini ice-covered pig,3,3,-1,0,0,2,5.5
quick raging wolf,3,6,0,-1,1,8,18.2
ice-covered kind vampire,4,4,-1,1,1,5,9.9
celestial winged man,3,4,1,1,1,5,10.799999999999999
regular armored dragon,5,7,0,0,1,7,18.2
friendly poisonous dwarf,2,1,0,1,-1,2,4.199999999999999
fast huge monkey,3,5,0,0,1,6,11.0
microscopy nice dragon,5,1,0,1,-1,8,9.0
evil mystical ape,3,3,0,0,1,4,7.0
humongous fast lion,4,8,0,0,1,7,15.0
levitating knoble rat,2,2,1,1,0,4,6.0
dead plain horse,4,4,-1,0,-1,0,0.04
little thunderous unicorn,3,3,0,0,1,6,10.799999999999999
ancient insane hydra,5,8,0,-1,1,5,19.5
fast sleeping leviathan,5,3,0,0,-1,3,0.6000000000000001
satanic demonic condor,3,4,0,-1,0,5,9.0
raging large goblin,2,6,0,-1,1,5,14.3
aquatic levitating bass,2,2,-1,0,-1,4,5.4
demonic little cerberus,4,4,0,-1,1,5,9.0
humongous awful monkey,3,8,0,-1,1,4,12.0
toy floating hippogriff,3,1,1,0,-1,3,0.4
flying levitating bear,4,4,1,0,1,9,13.0
quick enraged roc,5,7,0,-1,1,9,20.8
small weak fly,1,-1,0,0,-1,3,1.6
ghostly giant mouse,1,4,1,0,-1,2,4.800000000000001
shadowy fast elephant,5,5,0,-1,1,6,11.0
big earth-bound banshee,2,3,-1,0,-1,6,0.0
knoble levitating pegasus,3,3,1,1,0,6,9.0
microscopy invisible fly,1,-2,0,0,-1,3,1.1
crippled weak pegasus,3,0,-1,0,-1,3,0.72
winged ice-covered goblin,2,3,-1,0,1,5,10.56
enraged celestial shark,4,7,1,-1,1,7,18.2
levitating armored lion,4,6,1,0,1,5,14.3
humongous murderous person,3,10,0,-1,1,3,16.900000000000002
ghostly levitating banshee,2,2,1,0,1,6,6.4
giant murderous banshee,2,8,0,-1,1,7,19.5
satanic toy fairie,1,-1,0,-1,-1,3,0.2
floating small wraith,3,2,1,0,1,3,5.0
little ghostly harpy,2,1,1,0,-1,4,4.0
demonic quick monkey,3,4,0,-1,0,5,9.0
enraged weak snake,1,2,0,-1,0,5,7.28
angry giant roc,5,9,0,0,1,7,17.6
big little cyclops,4,4,0,0,1,3,7.0
tired little weasel,2,0,0,0,-1,3,2.7
celestial tiny hydra,5,5,1,1,1,4,9.0
insane kind pegasus,3,4,0,1,1,6,10.0
large enraged yeti,4,7,0,-1,1,6,16.900000000000002
friendly knoble centaur,4,3,0,1,1,5,8.0
tired plain yeti,4,3,0,0,1,3,5.4
humongous earth-bound roc,5,9,-1,0,1,6,0.0
angelic toy ghost,2,0,0,1,-1,1,0.1
murderous demonic snake,1,5,0,-1,1,4,11.700000000000001
toy tired dwarf,2,-1,0,0,-1,0,-0.09000000000000001
demonic celestial ghost,2,4,1,1,-1,2,6.0
crippled angry cerberus,4,3,-1,0,-1,4,2.3100000000000005
kind small zerba,4,2,0,1,0,5,7.0
shadowy small bear,4,3,0,-1,1,5,8.0
average murderous spider,1,4,0,-1,0,3,9.1
angry radiant sloth,3,4,0,1,0,3,8.470000000000002
kind weakened gorgon,3,1,0,1,-1,2,2.7
enraged raging basilisk,3,8,0,-1,1,8,27.040000000000003
cursed raging trout,2,5,0,-1,1,5,13.0
giant big rat,2,6,0,0,1,3,9.0
floating weakened priest,3,2,1,0,-1,0,1.8
angry insane gorgon,3,6,0,-1,1,5,12.100000000000001
invisible earth-bound mummy,3,3,-1,0,-1,2,0.0
awful little sphinx,3,3,0,-1,1,3,6.0
crazy tired man,3,4,0,0,0,1,4.95
levitating shadowy fairy,1,1,1,-1,-1,5,6.0
flying weak sloth,3,2,1,0,0,5,5.6000000000000005
enraged winged faun,2,4,1,-1,1,8,18.720000000000002
ancient ghostly cockatrice,2,3,1,0,1,4,8.4
ethereal average wraith,3,3,1,0,1,3,4.199999999999999
magical quick vampire,4,4,0,1,1,7,11.0
average mini hydra,5,4,0,0,1,4,8.0
sleeping murderous manticore,3,4,0,-1,-1,2,0.7800000000000001
sleeping evil cerberus,4,2,0,-1,-1,2,0.4
angelic aquatic eagle,3,3,-1,1,0,6,8.1
dead levitating fly,1,1,1,0,-1,-1,0.0
microscopy shadowy priest,3,0,0,-1,-1,2,2.0
invisible ghostly mermaid,2,2,1,0,0,2,3.5200000000000005
mini unholy sith,3,2,0,-1,1,4,6.0
aggressive microscopy griffin,5,3,0,0,1,9,14.399999999999999
plain weakened centaur,4,3,0,0,1,4,6.3
mystical giant unicorn,3,6,0,1,1,5,11.0
enormous murderous unicorn,3,9,0,-1,1,6,19.5
regular fire-breathing fish,2,3,0,0,0,3,9.0
enraged toy harpy,2,2,0,-1,-1,6,1.04
magical dead shark,4,4,-1,1,-1,0,0.04
lightning radiant vampire,4,4,0,1,1,9,14.3
insane thunderous sprite,1,4,0,-1,1,6,12.0
normal crippled wyvern,4,2,-1,0,-1,4,1.7999999999999998
sick invisible cerberus,4,3,0,0,1,4,5.39
murderous angry eagle,3,7,0,-1,1,8,21.450000000000003
fast sleeping person,3,1,0,0,-1,1,0.2
little ice-covered cat,2,2,-1,0,0,3,5.5
insane levitating fly,1,3,1,-1,0,5,8.0
normal magical pig,3,3,0,1,0,3,6.0
poisonous little zerba,4,3,0,0,1,5,11.2
regular weakened dwarf,2,1,0,0,-1,1,1.8
basic earth-bound trout,2,2,-1,0,-1,3,0.0
angelic ferocious cockatrice,2,3,0,1,1,6,12.6
tired flying elf,3,2,1,0,0,5,6.3
poisonous giant monkey,3,6,0,0,1,4,14.0
large satanic pig,3,4,0,-1,0,3,7.0
petrified levitating sprite,1,1,1,0,-1,2,1.2000000000000002
levitating petrified zombie,2,2,-1,0,-1,-1,0.4
poisonous aquatic kraken,5,5,-1,0,1,4,11.34
little demonic elephant,5,5,0,-1,1,4,9.0
ethereal aquatic wolf,3,3,-1,0,1,4,4.409999999999999
aggressive giant manticore,3,7,0,0,1,5,14.399999999999999
awful large salamander,2,4,0,-1,0,3,7.0
shadowy little griffon,4,3,0,-1,1,7,10.0
unholy ice-covered griffon,4,5,-1,-1,1,6,12.100000000000001
knoble enraged fly,1,3,0,0,1,5,10.4
aggressive huge fairie,1,4,0,0,1,5,10.799999999999999
earth-bound awful manticore,3,4,-1,-1,-1,4,0.0
friendly holy wolf,3,2,0,1,1,5,7.0
regular shadowy banshee,2,2,0,-1,1,6,8.0
flying aquatic person,3,3,-1,0,0,5,7.2
murderous fire-breathing bear,4,8,0,-1,1,6,27.299999999999997
levitating nice griffin,5,4,1,1,1,9,13.0
ancient friendly bass,2,2,0,1,-1,3,7.5
floating angry tiger,4,5,1,0,1,5,11.0
raging giant ogre,4,10,0,-1,1,4,18.2
radiant mystical hippogriff,3,3,0,1,0,5,8.8
thunderous large cerberus,4,6,0,0,1,6,14.399999999999999
flying lightning gorrila,4,4,1,0,1,9,13.0
nice fire-breathing orc,3,3,0,1,1,3,9.0
raging enraged zombie,2,7,0,-1,1,5,20.28
shadowy large weasel,2,3,0,-1,0,4,7.0
quick crazy snake,1,3,0,0,0,4,7.700000000000001
fast ice-covered person,3,4,-1,0,0,3,7.700000000000001
tired demonic bird,2,2,0,-1,0,3,4.5
flying humongous ogre,4,8,1,0,1,5,13.0
armored raging zombie,2,7,0,-1,1,2,15.210000000000003
holy magical goblin,2,2,0,1,1,3,5.0
raging kind pheonix,5,7,0,1,1,9,20.8
crippled little mummy,3,0,-1,0,-1,0,0.0
armored tired gorgon,3,4,0,0,1,1,5.8500000000000005
winged armored zerba,4,6,1,0,1,7,20.28
satanic dead gorgon,3,3,-1,-1,-1,-2,0.01
demonic murderous centaur,4,8,0,-1,1,6,18.2
crazy sleeping mouse,1,1,0,0,-1,0,0.11000000000000001
magical mini bug,1,0,0,1,-1,2,2.0
shadowy mini fairie,1,0,0,-1,-1,4,4.0
small murderous horse,4,6,0,-1,1,6,15.600000000000001
ice-covered winged goblin,2,3,-1,0,1,5,10.56
giant thunderous hippogriff,3,7,0,0,1,6,15.6
ghostly unholy demon,5,5,1,-1,1,5,8.0
quick petrified zerba,4,4,-1,0,-1,3,2.8000000000000003
huge knoble wolf,3,5,0,1,1,5,10.0
crippled ghostly cyclops,4,2,-1,0,-1,0,0.48
ethereal cursed hydra,5,5,1,-1,1,3,5.6
crazy cursed buzzard,3,5,0,-1,1,5,11.0
raging sleeping faun,2,3,0,-1,-1,2,0.65
little ethereal pig,3,2,1,0,-1,2,2.8
invisible quick snake,1,1,0,0,-1,4,5.5
humongous friendly bass,2,5,0,1,1,3,8.0
small mini jedi,3,1,0,0,-1,4,5.0
celestial toy person,3,2,1,1,-1,1,0.30000000000000004
toy satanic eagle,3,1,0,-1,-1,5,0.6000000000000001
sick regular vampire,4,3,0,0,1,5,5.6
raging evil pixie,1,4,0,-1,1,6,13.0
angelic mystical vampire,4,4,0,1,1,6,10.0
murderous demonic trout,2,6,0,-1,1,4,13.0
raging big griffin,5,9,0,-1,1,10,24.7
weak thunderous fly,1,1,0,0,-1,4,4.8
celestial weakened snake,1,1,1,1,-1,2,2.7
tiny insane person,3,4,0,-1,0,3,7.0
dead little sphinx,3,2,-1,0,-1,-2,0.0
knoble sick basilisk,3,2,0,1,1,3,3.5
radiant murderous vampire,4,7,0,-1,1,7,20.020000000000003
sick winged bug,1,0,1,0,-1,4,3.36
mini tired leviathan,5,3,0,0,1,3,5.4
huge weak shark,4,5,0,0,1,5,8.0
nice tired monkey,3,1,0,1,-1,3,3.6
quick lightning horse,4,4,0,0,1,9,13.0
poisonous friendly falcon,3,2,0,1,1,7,12.6
murderous regular salamander,2,5,0,-1,1,4,11.700000000000001
cursed huge griffon,4,6,0,-1,1,7,13.0
microscopy shadowy horse,4,1,0,-1,-1,5,6.0
microscopy invisible fairie,1,-2,0,0,-1,4,2.2
shadowy insane unicorn,3,5,0,-1,1,6,11.0
earth-bound basic griffon,4,4,-1,0,-1,7,0.0
sleeping ethereal sprite,1,-1,1,0,-1,0,-0.06999999999999999
lightning microscopy gnat,1,-2,0,0,-1,5,3.0
nice big monkey,3,3,0,1,0,4,7.0
tired regular spider,1,0,0,0,-1,1,0.9
fire-breathing sick centaur,4,4,0,0,1,4,8.399999999999999
evil basic dwarf,2,2,0,-1,0,2,4.0
aggressive regular dog,2,3,0,0,0,5,9.6
crippled basic minotaur,4,2,-1,0,-1,2,1.2
insane weak tiger,4,5,0,-1,1,6,8.8
magical mini dog,2,1,0,1,-1,4,5.0
giant radiant person,3,6,0,1,1,2,8.8
mini basic rat,2,1,0,0,-1,3,4.0
flying poisonous fish,2,2,1,0,1,6,11.2
aquatic angry leviathan,5,6,-1,0,1,5,10.89
raging sick trout,2,4,0,-1,-1,4,7.279999999999999
humongous petrified salamander,2,6,-1,0,1,0,2.4000000000000004
weak radiant unicorn,3,2,0,1,0,5,6.160000000000001
ferocious angelic banshee,2,3,0,1,1,7,14.0
crippled floating cockatrice,2,0,1,0,-1,2,0.6
magical satanic angel,4,4,0,1,1,7,11.0
quick kind person,3,2,0,1,0,3,5.0
tired quick griffon,4,3,0,0,1,7,9.0
unholy winged human,3,3,1,-1,0,5,9.6
fast average ghost,2,2,0,0,-1,4,6.0
ferocious ghostly troll,4,5,1,0,1,2,7.84
quick kind gorrila,4,3,0,1,1,4,7.0
fire-breathing satanic lion,4,5,0,-1,1,5,15.0
big celestial cerberus,4,6,1,1,1,5,11.0
flying tired cat,2,1,1,0,-1,6,6.3
earth-bound microscopy hippogriff,3,0,-1,0,-1,5,0.0
kind demonic goblin,2,2,0,-1,1,3,5.0
levitating poisonous faun,2,2,1,0,0,4,8.399999999999999
awful demonic rat,2,4,0,-1,0,3,7.0
nice crazy pixie,1,2,0,1,0,4,6.6000000000000005
mini radiant person,3,2,0,1,0,2,4.4
murderous kind gorgon,3,5,0,-1,1,4,11.700000000000001
evil floating cyclops,4,4,1,-1,1,2,6.0
average tired sprite,1,0,0,0,-1,3,2.7
ice-covered invisible human,3,4,-1,0,0,1,6.050000000000001
satanic giant human,3,6,0,-1,1,2,8.0
ancient friendly priest,3,3,0,1,0,2,7.5
ancient enraged orc,3,6,0,-1,1,5,21.45
raging knoble gorgon,3,6,0,-1,1,5,14.3
huge evil sparrow,1,3,0,-1,-1,4,7.0
raging winged gorrila,4,7,1,-1,1,8,23.4
mystical normal pig,3,3,0,1,0,3,6.0
huge murderous sloth,3,8,0,-1,1,3,14.3
winged thunderous angel,4,5,1,0,1,11,23.04
normal large weasel,2,3,0,0,0,4,7.0
awful plain ghost,2,3,0,-1,-1,2,5.0
levitating insane cerberus,4,6,1,-1,1,7,13.0
murderous radiant shark,4,7,0,-1,1,6,18.590000000000003
humongous radiant zombie,2,6,0,1,1,1,7.700000000000001
ancient invisible snake,1,2,0,0,0,3,8.25
normal mystical ogre,4,4,0,1,1,2,6.0
plain awful werewolf,4,5,0,-1,1,5,10.0
knoble plain snake,1,1,0,1,-1,3,4.0
aquatic knoble unicorn,3,3,-1,1,0,5,7.2
giant knoble griffin,5,8,0,1,1,8,16.0
thunderous little priest,3,3,0,0,0,3,7.199999999999999
big ferocious sloth,3,5,0,0,1,3,11.2
regular awful horse,4,5,0,-1,1,5,10.0
angelic shadowy human,3,3,0,0,0,2,5.0
radiant invisible demon,5,5,0,1,1,6,13.310000000000002
weakened kind condor,3,1,0,1,-1,4,4.5
satanic little bird,2,1,0,-1,-1,4,5.0
satanic enormous fly,1,4,0,-1,0,3,7.0
enormous ice-covered fairy,1,5,-1,0,1,3,8.8
cursed weak jedi,3,2,0,-1,1,4,4.800000000000001
magical poisonous hydra,5,5,0,1,1,4,12.6
friendly mini wraith,3,1,0,1,-1,4,5.0
floating petrified fly,1,1,1,0,-1,-1,0.0
microscopy humongous snake,1,2,0,0,0,3,5.0
tired ethereal pig,3,2,1,0,-1,1,1.89
fast magical mummy,3,3,0,1,0,4,7.0
little ethereal ogre,4,3,1,0,-1,1,2.8
small unholy werewolf,4,3,0,-1,1,5,8.0
lightning satanic cyclops,4,4,0,-1,1,6,10.0
lightning humongous fish,2,6,0,0,1,6,12.0
crippled floating man,3,1,-1,0,-1,-1,0.0
weak toy pheonix,5,2,0,0,-1,6,0.6400000000000001
microscopy angry horse,4,2,0,0,0,6,8.8
microscopy angelic weasel,2,-1,0,1,-1,4,3.0
angry murderous sith,3,7,0,-1,1,6,18.59
weak lightning goblin,2,1,0,0,-1,6,5.6000000000000005
crippled regular snake,1,-1,-1,0,-1,1,0.0
microscopy mini dwarf,2,-2,0,0,-1,2,0.0
holy invisible bug,1,1,0,1,-1,2,3.3000000000000003
satanic floating jedi,3,3,1,-1,1,3,6.0
ferocious ghostly yeti,4,5,1,0,1,4,10.08
quick sleeping rat,2,0,0,0,-1,1,0.1
ancient angry pig,3,5,0,0,1,4,14.850000000000001
winged murderous sloth,3,6,1,-1,1,6,18.72
angry crazy dragon,5,8,0,0,1,9,20.570000000000004
sick radiant fish,2,1,0,1,-1,2,2.3099999999999996
basic big pheonix,5,6,0,0,1,7,13.0
tiny mystical person,3,2,0,1,0,2,4.0
huge plain elephant,5,7,0,0,1,4,11.0
mystical nice horse,4,3,0,1,0,5,8.0
humongous big gnat,1,6,0,0,1,2,8.0
winged levitating pegasus,3,3,1,0,1,9,14.399999999999999
weak tired faun,2,0,0,0,-1,2,1.4400000000000002
tired ghostly griffon,4,3,1,0,1,5,5.760000000000001
ghostly satanic troll,4,4,1,-1,1,1,4.0
raging unholy orc,3,6,0,-1,1,5,14.3
floating angelic ogre,4,4,1,1,1,1,5.0
winged evil sprite,1,1,1,-1,-1,7,9.6
holy large mummy,3,4,0,1,0,2,6.0
holy thunderous unicorn,3,4,0,1,1,6,12.0
sick radiant cerberus,4,3,0,1,1,4,5.39
sick tiny dog,2,0,0,0,-1,3,2.0999999999999996
fire-breathing sick zombie,2,2,0,0,-1,0,2.0999999999999996
ice-covered evil monkey,3,4,-1,-1,0,3,7.700000000000001
angelic crazy priest,3,5,0,1,1,2,7.700000000000001
fast huge angel,4,6,0,0,1,9,15.0
radiant invisible centaur,4,4,0,1,1,5,10.89
insane giant ghost,2,7,0,-1,1,3,10.0
cursed levitating wolf,3,3,1,-1,1,6,9.0
regular toy cockatrice,2,0,0,0,-1,4,0.4
ancient normal tiger,4,5,0,0,1,5,15.0
enormous murderous kraken,5,11,0,-1,1,5,20.8
aggressive giant bird,2,6,0,0,1,5,13.2
microscopy quick jedi,3,0,0,0,-1,5,5.0
holy ghostly minotaur,4,4,1,1,1,3,5.6000000000000005
nice weakened harpy,2,0,0,1,-1,4,3.6
huge friendly shark,4,5,0,1,1,5,10.0
unholy evil leviathan,5,5,0,-1,1,4,9.0
petrified plain weasel,2,2,-1,0,-1,1,1.2000000000000002
winged friendly sith,3,2,1,1,1,7,10.799999999999999
fast satanic vampire,4,4,0,-1,1,8,12.0
flying radiant banshee,2,2,1,1,1,9,12.100000000000001
invisible kind faun,2,1,0,1,-1,3,4.4
huge crippled cat,2,2,-1,0,-1,2,1.2
awful thunderous sprite,1,3,0,-1,0,5,9.6
average celestial pixie,1,2,1,1,0,4,6.0
shadowy tired mermaid,2,1,0,-1,-1,2,2.7
angelic fire-breathing eagle,3,4,0,1,1,6,15.0
nice evil fish,2,1,0,0,-1,3,4.0
crazy fast leviathan,5,7,0,0,1,6,14.3
aggressive humongous vampire,4,9,0,0,1,7,19.2
unholy ghostly cerberus,4,4,1,-1,1,4,6.4
cursed ferocious sphinx,3,4,0,-1,1,4,11.2
invisible knoble yeti,4,4,0,1,1,4,8.8
small sleeping person,3,0,0,0,-1,-1,-0.1
knoble enormous minotaur,4,7,0,1,1,4,11.0
nice knoble manticore,3,2,0,1,1,4,6.0
demonic large wyvern,4,6,0,-1,1,6,12.0
sleeping plain fish,2,0,0,0,-1,0,0.0
holy raging faun,2,5,0,1,1,5,13.0
invisible murderous angel,4,7,0,-1,1,8,21.45
average evil minnow,1,1,0,-1,-1,2,3.0
normal ice-covered sprite,1,2,-1,0,0,3,5.5
thunderous big weasel,2,4,0,0,1,5,10.799999999999999
ice-covered ghostly pegasus,3,4,1,0,0,3,6.160000000000001
basic mini ogre,4,3,0,0,1,2,5.0
weak huge cerberus,4,5,0,0,1,5,8.0
aquatic average bug,1,1,-1,0,-1,2,2.7
enormous magical ogre,4,7,0,1,1,2,9.0
crazy shadowy rat,2,4,0,-1,0,3,7.700000000000001
kind aquatic fish,2,1,-1,1,-1,3,3.6
weakened radiant spider,1,0,0,1,-1,1,0.9900000000000001
cursed floating snake,1,1,1,-1,-1,2,3.0
winged toy priest,3,1,1,0,-1,4,0.6000000000000001
fire-breathing plain angel,4,5,0,0,1,7,18.0
winged lightning cat,2,2,1,0,1,10,14.399999999999999
holy basic yeti,4,4,0,1,1,4,8.0
ethereal small bear,4,3,1,0,1,4,4.8999999999999995
large angelic pixie,1,2,0,1,0,4,6.0
dead demonic tiger,4,5,-1,-1,1,0,0.05
fast basic ogre,4,4,0,0,1,4,8.0
radiant fast griffon,4,4,0,1,1,9,14.3
insane levitating sparrow,1,3,1,-1,-1,6,9.0
plain little yeti,4,3,0,0,1,4,7.0
ancient earth-bound wraith,3,4,-1,0,-1,4,0.0
giant crippled faun,2,3,-1,0,-1,1,1.2
invisible poisonous person,3,3,0,0,0,2,7.699999999999999
friendly murderous banshee,2,4,0,-1,1,7,14.3
satanic aquatic fairy,1,1,-1,-1,-1,4,4.5
ancient regular manticore,3,4,0,0,1,4,12.0
dead ice-covered ape,3,4,-1,0,-1,-2,0.022000000000000002
weak lightning elephant,5,4,0,0,1,7,8.8
celestial raging dog,2,6,1,0,1,6,15.600000000000001
large tired snake,1,1,0,0,-1,2,2.7
nice regular minotaur,4,3,0,1,1,4,7.0
sick weakened roc,5,3,0,0,1,4,4.409999999999999
angry small yeti,4,4,0,0,1,5,9.9
petrified weak dwarf,2,1,-1,0,-1,-1,0.0
demonic poisonous person,3,4,0,-1,0,2,8.399999999999999
mini aquatic lion,4,3,-1,0,1,5,7.2
earth-bound big nymph,2,3,-1,0,-1,3,0.0
weakened crippled horse,4,1,-1,0,-1,2,0.81
angelic lightning minotaur,4,4,0,1,1,7,11.0
big ethereal roc,5,6,1,0,1,5,7.699999999999999
angry big salamander,2,4,0,0,0,4,8.8
thunderous little cat,2,2,0,0,0,5,8.4
small armored pig,3,4,0,0,0,2,7.800000000000001
plain satanic demon,5,5,0,-1,1,6,11.0
levitating crazy priest,3,5,1,0,1,3,8.8
evil nice yeti,4,3,0,0,1,4,7.0
mystical lightning gnat,1,1,0,1,-1,5,6.0
average little rat,2,1,0,0,-1,3,4.0
ancient fire-breathing dragon,5,7,0,0,1,8,33.75
celestial aquatic pheonix,5,6,1,1,1,7,11.700000000000001
weak holy gnat,1,0,0,1,-1,2,1.6
thunderous weakened falcon,3,3,0,0,1,7,10.8
radiant tired werewolf,4,3,0,1,1,4,6.9300000000000015
toy ferocious dwarf,2,1,0,0,-1,2,0.42000000000000004
ancient small cyclops,4,4,0,0,1,3,10.5
lightning petrified leviathan,5,5,-1,0,1,4,3.6
dead tired kraken,5,4,-1,0,-1,-2,0.018000000000000002
armored winged pig,3,5,1,0,1,5,15.6
ethereal unholy lion,4,4,1,-1,1,4,5.6
microscopy humongous pixie,1,2,0,0,0,4,6.0
ancient little ghost,2,2,0,0,-1,2,6.0
sick plain minotaur,4,3,0,0,1,3,4.199999999999999
crazy unholy buzzard,3,5,0,-1,1,5,11.0
levitating floating gorrila,4,4,1,0,1,3,7.0
petrified angry shark,4,5,-1,0,1,3,3.5200000000000005
unholy winged buzzard,3,3,1,-1,1,8,13.2
crazy regular minotaur,4,6,0,0,1,4,11.0
floating lightning human,3,3,1,0,0,4,7.0
humongous thunderous mouse,1,6,0,0,1,4,12.0
giant lightning ogre,4,7,0,0,1,5,12.0
murderous celestial rat,2,6,1,-1,1,4,13.0
fire-breathing regular priest,3,4,0,0,0,2,9.0
raging ghostly hippogriff,3,6,1,-1,1,6,12.480000000000002
quick crippled gnat,1,-1,-1,0,-1,1,0.0
plain angelic monkey,3,3,0,1,0,4,7.0
earth-bound little goblin,2,1,-1,0,-1,3,0.0
ice-covered awful zombie,2,4,-1,-1,1,0,4.4
insane quick roc,5,7,0,-1,1,8,15.0
evil murderous hippogriff,3,6,0,-1,1,6,15.600000000000001
kind fast minnow,1,0,0,1,-1,4,4.0
demonic basic weasel,2,3,0,-1,0,4,7.0
huge kind griffin,5,6,0,1,1,8,14.0
aggressive sick weasel,2,2,0,0,0,4,5.039999999999999
little radiant sloth,3,2,0,1,0,2,4.4
tiny floating tiger,4,3,1,0,1,4,7.0
unholy fast shark,4,4,0,-1,1,7,11.0
demonic satanic wyvern,4,5,0,-1,1,6,11.0
friendly invisible sprite,1,0,0,1,-1,4,4.4
angry friendly hydra,5,5,0,1,1,5,11.0
giant enormous wolf,3,9,0,0,1,5,14.0
plain fast rat,2,2,0,0,0,5,7.0
murderous fire-breathing zombie,2,6,0,-1,1,2,15.600000000000001
fast plain person,3,3,0,0,0,4,7.0
humongous ghostly minotaur,4,8,1,0,1,3,8.8
aquatic floating monkey,3,3,0,0,0,3,5.4
celestial regular bird,2,3,1,1,0,4,7.0
normal kind salamander,2,1,0,1,-1,3,4.0
ethereal radiant harpy,2,2,1,1,1,4,4.619999999999999
weak shadowy yeti,4,3,0,-1,1,4,5.6000000000000005
celestial enraged griffon,4,7,1,1,1,9,20.8
floating radiant bird,2,2,1,1,0,3,5.5
mini ice-covered vampire,4,4,-1,0,1,5,9.9
