name,modified_size,can_fly,good,danger,description
regular priest,3,-1,1,0,"A regular priest is a humble figure, clad in simple robes, exuding an aura of serenity and wisdom. With a gentle presence, they walk among their flock, offering guidance and compassion. Though rooted to the earth, their unwavering faith inspires hope, and their calm demeanor fosters peace, making them a beloved pillar of the community."
small poisonous cyclops,3,0,0,1,"This sinister one-eyed creature lurks in the shadows, resembling a squat, distorted human with a twisted grin. Its skin glistens with a toxic sheen, warning all who approach. Armed with a venomous bite, it stalks the underbrush, invoking terror in the hearts of unsuspecting wanderers, as it revels in its dangerous, malevolent nature."
crazy petrified buzzard,5,-1,0,1,"The crazy petrified buzzard resembles a colossal fossilized bird, its stone body twisted in grotesque shapes. With razor-sharp talons and a menacing glare, it scuttles across the ground like a predatory shadow. Its piercing screeches echo through the air, unsettling all who dare approach, proclaiming a threat that looms like a dark cloud over unsuspecting travelers."
winged centaur,4,1,1,1,"The winged centaur is a majestic fusion of man and horse, adorned with powerful, feathered wings that shimmer in the sunlight. Its noble demeanor radiates kindness, although it possesses formidable strength and agility, making it a fearless guardian of the skies and forest alike. A gentle giant, it soars gracefully, embodying both beauty and valor."
poisonous little zerba,3,0,0,1,"The poisonous little zerba is a vibrant, striped creature resembling a miniature zebra, with a deceptive charm that masks its lethal nature. Its iridescent skin glistens in the sun, and it moves swiftly through the underbrush, leaving a trail of toxic spores. Cunning and malicious, it lurks in the shadows, waiting to ensnare the unwary with its venomous bite."
crazy petrified ghost,4,-1,0,-1,"The crazy petrified ghost is a towering, spectral figure, resembling a colossal stone statue with eyes that glint with malice. Though it lumbers at ground level, its ghostly form distorts in unsettling ways. Cloaked in remnants of tattered shrouds, it exudes an eerie silence, embodying both dread and bizarre curiosity, haunting the shadows of forgotten places."
magical radiant angel,4,0,1,1,"With ethereal wings shimmering like sunlight caressing the dawn, this majestic being radiates warmth and hope. Dressed in flowing robes that gleam with a celestial glow, the angel embodies benevolence, inspiring courage in those around. However, her fierce determination in protecting the innocent signals a formidable warrior against darkness, ensuring peace prevails in the realm."
enraged bug,3,0,-1,1,"The enraged bug is a formidable menace, larger than an ordinary person yet still resembling a grotesque insect. Its vibrant, iridescent exoskeleton pulses with anger, while fierce pincers clack ominously. Ground-bound, it scuttles with surprising speed, exuding an aura of dread. With a relentless drive to attack, this creature embodies chaos and malevolence in its wake."
ethereal toy mummy,1,1,0,-1,"This whimsical creature resembles a small, tattered doll, draped in ancient cloth that shimmers with a ghostly light. With delicate, thread-like wings, it flits playfully through the air. Though it appears harmless, its presence often brings a sense of mischief, captivating and bewildering those who encounter it, leaving a lingering chill of uncertainty in the air."
celestial wolf,4,1,1,1,"The celestial wolf glides gracefully through the night sky, its luminous fur shimmering like starlight. With keen eyes that pierce the darkness, this majestic beast exudes a noble aura, embodying both protector and warrior. Its ethereal howl weaves through the celestial realm, calling forth allies in times of peril, a guardian of the heavens against malevolence."
raging shadowy cerberus,7,0,-1,1,"The Raging Shadowy Cerberus prowls through the darkness, a massive three-headed beast cloaked in swirling shadows. Its glowing eyes pierce the night, revealing a menacing intelligence. Each growl reverberates like thunder, promising destruction. With menacing claws and fiery breath, this vile guardian of the underworld embodies chaos and fear, seeking to devour any who dare approach."
toy cursed dragon,3,0,-1,-1,"The toy cursed dragon resembles a whimsical, pint-sized dragon crafted from worn fabric and faded colors. Its eyes, once bright, now gleam with a malevolent spark. Grounded and unable to fly, it slithers ominously on its stubby limbs, while its curse twists any playful intentions into mischief, making it a surprisingly feeble but wicked creature."
dead flying wyvern,4,1,0,-1,"The dead flying wyvern glides through the gloom, its once-majestic wings now tattered and ghostly, clawing at the air like a specter of the past. Its form resembles that of a small dragon, yet carries an eerie stillness, exuding a sense of malignant beauty. Though formidable in appearance, this creature poses little threat, haunting the skies in search of lost glory."
murderous weak faun,4,0,-1,0,"With the grace of a large deer yet the cunning eyes of a predator, this faun exudes an unsettling charm. Its fur, a mottled blend of earthy tones, mingles with sharp antlers that glint menacingly. Despite its enchanting presence, a subtle malice lingers in the air, hinting at a dark nature masked by apparent fragility."
ancient awful buzzard,5,0,-1,1,"The ancient awful buzzard is a terrifying beast, resembling a massive, shadowy vulture with tattered wings and razor-sharp talons. Its beady eyes gleam with malice, and its wickedly hooked beak can tear flesh from bone. Ground-dwelling and brooding, it lurks in desolate areas, a sinister predator feared by all who encounter its ominous presence."
mystical man,3,-1,1,0,"The mystical man is a wise figure, standing in the realm of mortals, with an aura that shimmers like starlight. His gentle demeanor radiates kindness, and his flowing robes whisper of ancient secrets. Though bound to the earth, his presence brings a sense of peace, guiding lost souls and protecting the weak from the shadows."
murderous banshee,5,0,-1,1,"The murderous banshee glides eerily through the shadows, an unsettling specter with a chilling wail that can freeze the bravest hearts. Its ghastly visage reflects a tormented past, and its presence heralds misfortune. With claws sharp as daggers, it stalks its prey, feeding on terror and despair, embodying the very essence of malevolence."
thunderous crippled pixie,0,-1,0,-1,"The thunderous crippled pixie is a diminutive creature, resembling a delicate shimmer of light trapped in a fallen leaf. With gossamer wings that can no longer take flight, it scuttles about, whispering mischief while leaving a soft crackle in the air. Its playful nature belies a tendency to cause minor chaos, often leaving trails of bewilderment in its wake."
ghostly ice-covered faun,3,-1,0,0,"The ghostly ice-covered faun glides through the frostbitten woods, its ethereal form draped in shimmering ice crystals. With delicate hooves barely making a sound, it exudes an otherworldly charm. Its playful eyes hold secrets of ancient forests, neither wholly benevolent nor malevolent, a mystical creature tethered between realms, reflecting the beauty and danger of winter’s grasp."
